web-scraper-order,web-scraper-start-url,property_type,property_type-href,property_name,prices,categories,commission,bedrooms,bathrooms,garage,amenities,address,area
1606913059-1954,https://meqasa.com/houses-for-rent-in-ghana?w=390,Read more,https://meqasa.com/apartment-for-rent-at-Dome-Pillar-2-145431?y=1096242012,1 bedroom apartment for rent at Dome Pillar 2,GH₵ 700,"Apartment for Rent

Apartment for Rent in Dome Pillar 2",10.00%,1,1,1,Air Conditioning,Dome Pillar ,null
1606912894-1933,https://meqasa.com/houses-for-rent-in-ghana?w=391,Read more,https://meqasa.com/house-for-rent-at-East-Legon-123016?y=1488013365,4 bedroom house for rent at East Legon,"GH₵ 8,000","House for Rent

House for Rent in East Legon",10.00%,4,5,10,"Air conditioning
Cooker
Fans
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Security service
Generator
Water reservoir",East Legon,"1,300 m2"
1606912980-1943,https://meqasa.com/houses-for-rent-in-ghana?w=390,Read more,https://meqasa.com/apartment-for-rent-at-East-null-145423?y=1096242012,2 bedroom apartment for rent at East null,"GH₵ 1,800","Apartment for Rent

Apartment for Rent in East null",10.00%,2,3,0,Air Conditioning,East null,null
1606911972-1834,https://meqasa.com/houses-for-rent-in-ghana?w=397,Read more,https://meqasa.com/apartment-for-rent-at-off-jokers-065075?y=1277734873,2 bedroom apartment for rent at off jokers,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Labadi",10.00%,2,3,3,Air Conditioning,off jokers,70 m2
1606915683-2226,https://meqasa.com/houses-for-rent-in-ghana?w=373,Read more,https://meqasa.com/apartment-for-rent-at-null-City-016794?y=766596786,3 bedroom apartment for rent at null City,"GH₵ 16,317","Apartment for Rent

Apartment for Rent in null City",10.00%,3,3,0,"Air conditioning
Microwave
Washing machine
Refrigerator
Fans
Cooker
Garden
Garage
Water reservoir
Generator",null City,null
1606911711-1798,https://meqasa.com/houses-for-rent-in-ghana?w=399,Read more,https://meqasa.com/apartment-for-rent-at-Osu-069749?y=2122844123,2 bedroom apartment for rent at Osu,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Osu",10.00%,2,2,1,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Security service
Generator
Water reservoir",Osu,600 m2
1606912285-1878,https://meqasa.com/houses-for-rent-in-ghana?w=394,Read more,"https://meqasa.com/house-for-rent-at-null-West,-off-president-kuffour-street-064767?y=1180150498","3 bedroom house for rent at null West, off president kuffour street","GH₵ 27,195","House for Rent

House for Rent in null West",10.00%,3,4,4,"Air conditioning
Internet
Garage
Security service
Water reservoir",kuffour street,"1,000 m2"
1606914628-2127,https://meqasa.com/houses-for-rent-in-ghana?w=379,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-010957?y=1920454615,3 bedroom apartment for rent at Cantonments,"GH₵ 19,036","Apartment for Rent

Apartment for Rent in Cantonments",10.00%,3,3,0,"Air conditioning
Fans
Cooker",Cantonments,null
1606917539-2370,https://meqasa.com/houses-for-rent-in-ghana?w=364,Read more,"https://meqasa.com/house-for-rent-at-Tema,Mataheko-in-emef-estate-gated-community-064747?y=1566037273","3 bedroom house for rent at Tema,Mataheko in emef estate gated community","GH₵ 3,263","House for Rent

House for Rent in Tema",10.00%,3,3,0,"Internet
Dstv
Garden
Annexe (Boys' quarters)
Security service
Water reservoir
Air conditioning
Fans",Tema,null
1606911749-1807,https://meqasa.com/houses-for-rent-in-ghana?w=399,Read more,"https://meqasa.com/apartment-for-rent-at-East-Legon,-school-junction--Accra,-Ghana-068965?y=2122844123","3 bedroom apartment for rent at East Legon, school junction -Accra, Ghana","GH₵ 1,700","Apartment for Rent

Apartment for Rent in East Legon",10.00%,3,4,1,"Fans
Internet
Dstv
Roof terrace
Security service
Water reservoir",East Legon,900 m2
1606914283-2095,https://meqasa.com/houses-for-rent-in-ghana?w=381,Read more,"https://meqasa.com/apartment-for-rent-at-Spintex,-Regimanuel-,-Greater-Accra-020367?y=236968613","3 bedroom apartment for rent at Spintex, Regimanuel , Greater Accra","GH₵ 10,878","Apartment for Rent

Apartment for Rent in Spintex",10.00%,3,3,0,"Air conditioning
Cooker
Garden
Garage
Swimming pool
Water reservoir",Spintex,null
1606918306-2423,https://meqasa.com/houses-for-rent-in-ghana?w=360,Read more,https://meqasa.com/apartment-for-rent-at-Agbogba-125571?y=1586433937,2 bedroom apartment for rent at Agbogba,"GH₵ 1,000","Apartment for Rent

Apartment for Rent in Agbogba",10.00%,2,2,0,Air Conditioning,Agbogba,68 m2
1606918513-2438,https://meqasa.com/houses-for-rent-in-ghana?w=359,Read more,https://meqasa.com/apartment-for-rent-at-Labone-146024?y=2069510566,1 bedroom furnished apartment for rent at Labone,"GH₵ 3,000","Apartment for Rent

Apartment for Rent in Labone",10.00%,1,1,0,"Cooker
Fans
Refrigerator
Water reservoir",Labone,null
1606912167-1864,https://meqasa.com/houses-for-rent-in-ghana?w=395,Read more,"https://meqasa.com/apartment-for-rent-at-Labone,-coffee-shop-lane-064887?y=1579737913","4 bedroom apartment for rent at Labone, coffee shop lane","GH₵ 32,633","Apartment for Rent

Apartment for Rent in Labone",10.00%,4,5,3,"Air conditioning
Refrigerator
Microwave
Internet
Dstv
Garage
Swimming pool
Security service
Generator
Water reservoir",Labone,60 m2
1606915266-2190,https://meqasa.com/houses-for-rent-in-ghana?w=375,Read more,https://meqasa.com/apartment-for-rent-at-North-legon---Haatso--086668?y=2080258251,1 bedroom apartment for rent at North legon - Haatso,GH₵ 750,"Apartment for Rent

Apartment for Rent in Ga East",10.00%,1,1,0,"Security service
Water reservoir",Haatso,null
1606914278-2094,https://meqasa.com/houses-for-rent-in-ghana?w=381,Read more,https://meqasa.com/apartment-for-rent-at-Osu-020380?y=236968613,1 bedroom apartment for rent at Osu,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Osu",10.00%,1,1,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Garage
Generator",Osu,null
1606916726-2306,https://meqasa.com/houses-for-rent-in-ghana?w=368,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-108026?y=1281855160,3 bedroom apartment for rent at Dzorwulu,"GH₵ 16,317","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,3,3,15,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Garden
Garage
Annexe (Boys' quarters)
Security service
Generator
Water reservoir",Dzorwulu,350 m2
1606912996-1945,https://meqasa.com/houses-for-rent-in-ghana?w=390,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-133828?y=1096242012,1 bedroom furnished apartment for rent at Cantonments,GH₵ 980,"Apartment for Rent

Apartment for Rent in Cantonments",null,1,1,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",Cantonments,null
1606919752-2510,https://meqasa.com/houses-for-rent-in-ghana?w=347,Read more,https://meqasa.com/house-for-rent-at-Trasacco-123411?y=487352773,4 bedroom house for rent at Trasacco,"GH₵ 9,800","House for Rent

House for Rent in Trasacco",10.00%,4,5,3,"Air conditioning
Cooker
Fans
Garden
Water reservoir",Trasacco,189 m2
1606915437-2206,https://meqasa.com/houses-for-rent-in-ghana?w=374,Read more,https://meqasa.com/house-for-rent-at-golden-gate--regy-manuel-065131?y=214171426,3 bedroom house for rent at golden gate -regy manuel,"GH₵ 10,878","House for Rent

House for Rent in Spintex",10.00%,3,4,5,Air Conditioning,Accra,null
1606912588-1904,https://meqasa.com/houses-for-rent-in-ghana?w=393,Read more,https://meqasa.com/house-for-rent-at-null-City-020479?y=577881206,4 bedroom house for rent at null City,"GH₵ 32,633","House for Rent

House for Rent in null City",10.00%,4,4,0,"Air conditioning
Cooker
Refrigerator
Microwave
Internet
Garden
Garage
Swimming pool
Security service
Generator
Water reservoir",null City,null
1606920008-2527,https://meqasa.com/houses-for-rent-in-ghana?w=346,Read more,"https://meqasa.com/house-for-rent-at-ASHORMAN-ESTATE(REG=GHC50,-SERVICE-CHARGE=10)-146625?y=1584205477","4 bedroom house for rent at ASHORMAN ESTATE(REG=GHC50, SERVICE CHARGE=10%)","GH₵ 3,000","House for Rent

House for Rent in ASHORMAN ESTATE",10.00%,4,3,1,Annexe (Boys' quarters),ASHORMAN,"1,200 m2"
1606913492-1998,https://meqasa.com/houses-for-rent-in-ghana?w=387,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-079632?y=2011063902,2 bedroom furnished apartment for rent at Dzorwulu,"GH₵ 3,807","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,2,2,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Dzorwulu,"1,000 m2"
1606916709-2304,https://meqasa.com/houses-for-rent-in-ghana?w=368,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-068197?y=1281855160,2 bedroom furnished apartment for rent at Dzorwulu,"GH₵ 11,966","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,2,2,10,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garage
Roof terrace
Security service
Generator
Water reservoir",Dzorwulu,20 m2
1606913579-2007,https://meqasa.com/houses-for-rent-in-ghana?w=386,Read more,https://meqasa.com/townhouse-for-rent-at-Cantonments-078682?y=1151976411,4 bedroom furnished townhouse for rent at Cantonments,"GH₵ 24,475","Townhouse for Rent

Townhouse for Rent in Cantonments",10.00%,4,4,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,"1,600 m2"
1606912158-1862,https://meqasa.com/houses-for-rent-in-ghana?w=395,Read more,https://meqasa.com/house-for-rent-at-West-null-064894?y=1579737913,3 bedroom house for rent at West null,"GH₵ 8,400","House for Rent

House for Rent in West null",10.00%,3,3,,"Ensuite
Closets
Air conditioning
Open car spaces
Secure parking
Fully fenced",West null,null
1606913355-1982,https://meqasa.com/houses-for-rent-in-ghana?w=388,Read more,"https://meqasa.com/apartment-for-rent-at-DANSOMAN-SNNIT-(REG=-GHC50,SERVICE-CHARGE=10-145603?y=1132655405","2 bedroom apartment for rent at DANSOMAN SNNIT (REG= GHC50,SERVICE CHARGE=10%","GH₵ 1,300","Apartment for Rent

Apartment for Rent in DANSOMAN SNNIT",10.00%,2,2,0,Air Conditioning,DANSOMAN,200 m2
1606911783-1811,https://meqasa.com/houses-for-rent-in-ghana?w=399,Read more,https://meqasa.com/apartment-for-rent-at-east-legon--068486?y=2122844123,4 bedroom furnished apartment for rent at east legon,"GH₵ 13,597","Apartment for Rent

Apartment for Rent in East Legon",10.00%,4,3,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",east legon,800 m2
1606920459-2551,https://meqasa.com/houses-for-rent-in-ghana?w=345,Read more,https://meqasa.com/townhouse-for-rent-at-East-Legon-122807?y=146040021,5 bedroom townhouse for rent at East Legon,"GH₵ 19,600","Townhouse for Rent

Townhouse for Rent in East Legon",10.00%,5,6,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garage
Annexe (Boys' quarters)
Security service
Generator
Water reservoir",East Legon,null
1606914789-2146,https://meqasa.com/houses-for-rent-in-ghana?w=378,Read more,https://meqasa.com/house-for-rent-at-Cantonments-001983?y=1973495269,5 bedroom house for rent at Cantonments,"GH₵ 24,475","House for Rent

House for Rent in Cantonments",10.00%,5,4,,Air Conditioning,Cantonments,null
1606911781-1810,https://meqasa.com/houses-for-rent-in-ghana?w=399,Read more,https://meqasa.com/apartment-for-rent-at-east-legon-068488?y=2122844123,2 bedroom furnished apartment for rent at east legon,"GH₵ 10,878","Apartment for Rent

Apartment for Rent in East Legon",10.00%,2,2,1,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Security service
Generator
Water reservoir",east legon,600 m2
1606912087-1854,https://meqasa.com/houses-for-rent-in-ghana?w=396,Read more,https://meqasa.com/house-for-rent-at-off-ipmc--sam-064961?y=1766754622,4 bedroom house for rent at off ipmc--sam,"GH₵ 16,317","House for Rent

House for Rent in Labone",10.00%,4,5,4,Air Conditioning,Accra,null
1606916494-2287,https://meqasa.com/houses-for-rent-in-ghana?w=369,Read more,https://meqasa.com/apartment-for-rent-at-Adenta-130560?y=1102604498,2 bedroom apartment for rent at Adenta,"GH₵ 1,500","Apartment for Rent

Apartment for Rent in Adenta",10.00%,2,2,20,"Fans
Garden
Garage
Water reservoir",Adenta,150 m2
1606916517-2289,https://meqasa.com/houses-for-rent-in-ghana?w=369,Read more,https://meqasa.com/apartment-for-rent-at-Mallam---Gbawe--139217?y=1102604498,2 bedroom apartment for rent at Mallam - Gbawe,"GH₵ 1,500","Apartment for Rent

Apartment for Rent in Mallam - Gbawe",10.00%,2,2,10,"Fans
Garden
Garage
Water reservoir",Mallam - Gbawe,150 m2
1606917493-2366,https://meqasa.com/houses-for-rent-in-ghana?w=364,Read more,https://meqasa.com/house-for-rent-at-Tema-069979?y=1566037273,4 bedroom house for rent at Tema,"GH₵ 1,500","House for Rent

House for Rent in Tema",10.00%,4,3,1,"Garden
Garage",Tema,null
1606917843-2393,https://meqasa.com/houses-for-rent-in-ghana?w=362,Read more,https://meqasa.com/apartment-for-rent-at-East-null-137926?y=1033437940,3 bedroom apartment for rent at East null,"GH₵ 3,780","Apartment for Rent

Apartment for Rent in East null",null,3,4,0,"Air conditioning
Generator",East null,null
1606915032-2170,https://meqasa.com/houses-for-rent-in-ghana?w=376,Read more,https://meqasa.com/apartment-for-rent-at-cantoments-088386?y=2004224722,2 bedroom furnished apartment for rent at cantoments,"GH₵ 12,509","Apartment for Rent

Apartment for Rent in Cantoments",10.00%,2,2,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",cantoments,150 m2
1606920111-2533,https://meqasa.com/houses-for-rent-in-ghana?w=346,Read more,"https://meqasa.com/apartment-for-rent-at-South-Suntreso,-Kumasi-142079?y=1584205477","2 bedroom apartment for rent at South Suntreso, Kumasi",GH₵ 500,"Apartment for Rent

Apartment for Rent in South Suntreso",10.00%,2,1,0,"Fans
Water reservoir", Kumasi,null
1606917795-2388,https://meqasa.com/houses-for-rent-in-ghana?w=362,Read more,https://meqasa.com/apartment-for-rent-at-East-Legon-136242?y=1033437940,1 bedroom apartment for rent at East Legon,"GH₵ 4,623","Apartment for Rent

Apartment for Rent in East Legon",null,1,1,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Dstv
Security service",East Legon,null
1606911949-1831,https://meqasa.com/houses-for-rent-in-ghana?w=397,Read more,https://meqasa.com/apartment-for-rent-at-ray-lane-065080?y=1277734873,1 bedroom apartment for rent at ray lane,"GH₵ 9,790","Apartment for Rent

Apartment for Rent in null West",10.00%,1,2,3,Water reservoir,ray lane,70 m2
1606916305-2276,https://meqasa.com/houses-for-rent-in-ghana?w=369,Read more,https://meqasa.com/apartment-for-rent-at-Spintex-121072?y=1102604498,2 bedroom apartment for rent at Spintex,"GH₵ 2,500","Apartment for Rent

Apartment for Rent in Spintex",10.00%,2,3,10,"Air conditioning
Fans
Garden
Garage
Water reservoir",Spintex,250 m2
1606913038-1951,https://meqasa.com/houses-for-rent-in-ghana?w=390,Read more,https://meqasa.com/apartment-for-rent-at-null-Area-133958?y=1096242012,3 bedroom furnished apartment for rent at null Area,"GH₵ 16,194","Apartment for Rent

Apartment for Rent in null Area",null,3,3,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Swimming pool
Security service
Generator
Water reservoir",null Area,null
1606917273-2349,https://meqasa.com/houses-for-rent-in-ghana?w=365,Read more,"https://meqasa.com/apartment-for-rent-at-North-Ridge,Accra,Ghana-102588?y=487004385","3 bedroom furnished apartment for rent at North Ridge,Accra,Ghana","GH₵ 12,046","Apartment for Rent

Apartment for Rent in North Ridge",1 month's rent,3,3,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",North Ridge,150 m2
1606916341-2279,https://meqasa.com/houses-for-rent-in-ghana?w=369,Read more,https://meqasa.com/house-for-rent-at-Haatso-132492?y=1102604498,4 bedroom house for rent at Haatso,"GH₵ 3,000","House for Rent

House for Rent in Haatso",10.00%,4,3,10,"Fans
Garden
Garage
Water reservoir",Haatso,350 m2
1606912433-1887,https://meqasa.com/houses-for-rent-in-ghana?w=394,Read more,https://meqasa.com/apartment-for-rent-at-East-Legon-059156?y=1180150498,1 bedroom apartment for rent at East Legon,"GH₵ 1,000","Apartment for Rent

Apartment for Rent in East Legon",10.00%,1,2,1,"Air conditioning
Fans
Internet
Dstv
Security service
Generator
Water reservoir",East Legon,600 m2
1606921411-2583,https://meqasa.com/houses-for-rent-in-ghana?w=343,Read more,https://meqasa.com/apartment-for-rent-at--East-Legon-136233?y=872456723,2 bedroom apartment for rent at  East Legon,"GH₵ 8,670","Apartment for Rent

Apartment for Rent in East Legon",null,2,2,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Dstv
Security service",East Legon,null
